APNXId,displayName,dataProvider,DataCost,MinCPM,PercentOfMedia,member_id,provider,code,subtype
241577,In-Market:Financial Products & Services:Credit Products:Credit Cards:Banks:HSBC,BlueKai,1.04,,,1262,,bk_37231,BlueKai
241578,In-Market:Financial Products & Services:Credit Products:Credit Cards:Banks:Premier Bank,BlueKai,1.04,,,1262,,bk_37232,BlueKai
241579,In-Market:Financial Products & Services:Credit Products:Credit Cards:Brands,BlueKai,1.04,,,1262,,bk_37228,BlueKai
241580,In-Market:Financial Products & Services:Credit Products:Credit Cards:Brands:American Express,BlueKai,1.04,,,1262,,bk_38819,BlueKai
241581,In-Market:Financial Products & Services:Credit Products:Credit Cards:Brands:Discover,BlueKai,1.04,,,1262,,bk_38821,BlueKai
241582,In-Market:Financial Products & Services:Credit Products:Credit Cards:Brands:Mastercard,BlueKai,1.04,,,1262,,bk_37230,BlueKai
241583,In-Market:Financial Products & Services:Credit Products:Credit Cards:Brands:Visa,BlueKai,1.04,,,1262,,bk_37229,BlueKai
241584,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features,BlueKai,1.04,,,1262,,bk_73560,BlueKai
241585,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Balance Transfer,BlueKai,1.04,,,1262,,bk_32747,BlueKai
241586,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Instant Approval,BlueKai,1.04,,,1262,,bk_72627,BlueKai
241587,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Limited History,BlueKai,1.04,,,1262,,bk_72628,BlueKai
241588,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Low Interest,BlueKai,1.04,,,1262,,bk_32177,BlueKai
241589,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Prepaid,BlueKai,1.04,,,1262,,bk_36181,BlueKai
241590,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Rewards,BlueKai,1.04,,,1262,,bk_12334,BlueKai
241591,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Rewards:Airline Miles,BlueKai,1.04,,,1262,,bk_12333,BlueKai
241592,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Rewards:Cash Back,BlueKai,1.04,,,1262,,bk_32750,BlueKai
241593,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Rewards:Gas,BlueKai,1.04,,,1262,,bk_32751,BlueKai
241594,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Rewards:Hotel,BlueKai,1.04,,,1262,,bk_37227,BlueKai
241595,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Secured,BlueKai,1.04,,,1262,,bk_32749,BlueKai
241596,In-Market:Financial Products & Services:Credit Products:Credit Cards:Features:Student,BlueKai,1.04,,,1262,,bk_37233,BlueKai
241597,In-Market:Financial Products & Services:Financial Services,BlueKai,1.04,,,1262,,bk_124369,BlueKai
241598,In-Market:Financial Products & Services:Financial Services:Debt Management,DNU,1.03,,,1262,,bk_124368,Old
241599,In-Market:Financial Products & Services:Financial Services:Financial Planning,BlueKai,1.04,,,1262,,bk_12322,BlueKai
241600,In-Market:Financial Products & Services:Financial Services:Tax Preparation,BlueKai,1.04,,,1262,,bk_12326,BlueKai
241601,In-Market:Financial Products & Services:Insurance,BlueKai,1.04,,,1262,,bk_24183,BlueKai
241602,In-Market:Financial Products & Services:Insurance:Auto Insurance,BlueKai,1.04,,,1262,,bk_24184,BlueKai
241603,In-Market:Financial Products & Services:Insurance:Business Insurance,BlueKai,1.04,,,1262,,bk_72276,BlueKai
241604,In-Market:Financial Products & Services:Insurance:Health & Health-Related Insurance,BlueKai,1.04,,,1262,,bk_24186,BlueKai
241605,In-Market:Financial Products & Services:Insurance:Home Insurance,BlueKai,1.04,,,1262,,bk_24185,BlueKai
241606,In-Market:Financial Products & Services:Insurance:Home Insurance:Homeowners Insurance,BlueKai,1.04,,,1262,,bk_73085,BlueKai
241607,In-Market:Financial Products & Services:Insurance:Home Insurance:Renter's Insurance,BlueKai,1.04,,,1262,,bk_73086,BlueKai
241608,In-Market:Financial Products & Services:Insurance:Life Insurance,BlueKai,1.04,,,1262,,bk_12383,BlueKai
241609,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts,BlueKai,1.04,,,1262,,bk_14599,BlueKai
241610,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:$100.000 and Less,BlueKai,1.04,,,1262,,bk_14604,BlueKai
241611,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:$100.001 to $250.000,BlueKai,1.04,,,1262,,bk_14605,BlueKai
241612,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:$250.001 to $500.000,BlueKai,1.04,,,1262,,bk_14606,BlueKai
241613,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:$500.001 to $750.000,BlueKai,1.04,,,1262,,bk_14607,BlueKai
241614,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:$750.001 to $1.000.000,BlueKai,1.04,,,1262,,bk_14608,BlueKai
241615,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:Above 1 Million,BlueKai,1.04,,,1262,,bk_14616,BlueKai
241616,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:Above 1 Million:$1.000.001 to $1.250.000,BlueKai,1.04,,,1262,,bk_14609,BlueKai
241617,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:Above 1 Million:$1.250.001 to $1.500.000,BlueKai,1.04,,,1262,,bk_14610,BlueKai
241618,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:Above 1 Million:$1.500.000 to $1.750.000,BlueKai,1.04,,,1262,,bk_14611,BlueKai
241619,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:Above 1 Million:$1.750.001 to $2.000.000,BlueKai,1.04,,,1262,,bk_14612,BlueKai
241620,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:Above 1 Million:$2.000.001 to $2.250.000,BlueKai,1.04,,,1262,,bk_14613,BlueKai
241621,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:Above 1 Million:$2.250.001 to $2.500.000,BlueKai,1.04,,,1262,,bk_14614,BlueKai
241622,In-Market:Financial Products & Services:Insurance:Life Insurance:Coverage Amounts:Above 1 Million:Over $2.500.000,BlueKai,1.04,,,1262,,bk_14615,BlueKai
241623,In-Market:Financial Products & Services:Insurance:Life Insurance:New Coverge,BlueKai,1.04,,,1262,,bk_15483,BlueKai
241624,In-Market:Financial Products & Services:Insurance:Life Insurance:Replacement Coverage,BlueKai,1.04,,,1262,,bk_20818,BlueKai
241625,In-Market:Financial Products & Services:Insurance:Life Insurance:Types,BlueKai,1.04,,,1262,,bk_14617,BlueKai
241626,In-Market:Financial Products & Services:Insurance:Life Insurance:Types:Guaranteed Level Term,BlueKai,1.04,,,1262,,bk_14618,BlueKai
241627,In-Market:Financial Products & Services:Insurance:Life Insurance:Types:Guaranteed Level Term:Years,BlueKai,1.04,,,1262,,bk_14620,BlueKai
241628,In-Market:Financial Products & Services:Insurance:Life Insurance:Types:Guaranteed Level Term:Years:5 Year,BlueKai,1.04,,,1262,,bk_14621,BlueKai
241629,In-Market:Financial Products & Services:Insurance:Life Insurance:Types:Guaranteed Level Term:Years:10 Year,BlueKai,1.04,,,1262,,bk_14622,BlueKai
241630,In-Market:Financial Products & Services:Insurance:Life Insurance:Types:Guaranteed Level Term:Years:15 Year,BlueKai,1.04,,,1262,,bk_14623,BlueKai
241632,In-Market:Financial Products & Services:Insurance:Life Insurance:Types:Guaranteed Level Term:Years:20 Year,BlueKai,1.04,,,1262,,bk_14624,BlueKai
241633,In-Market:Financial Products & Services:Insurance:Life Insurance:Types:Guaranteed Level Term:Years:25 Year,BlueKai,1.04,,,1262,,bk_14625,BlueKai
241634,In-Market:Financial Products & Services:Insurance:Life Insurance:Types:Guaranteed Level Term:Years:30 Year,BlueKai,1.04,,,1262,,bk_14626,BlueKai
241635,In-Market:Financial Products & Services:Insurance:Life Insurance:Types:Universal Life,BlueKai,1.04,,,1262,,bk_14619,BlueKai
241636,In-Market:Financial Products & Services:Insurance:Recreational Vehicle Insurance,BlueKai,1.04,,,1262,,bk_24187,BlueKai
241637,In-Market:Financial Products & Services:Insurance:Travel Insurance,BlueKai,1.04,,,1262,,bk_105253,BlueKai
241638,In-Market:Financial Products & Services:Loans,BlueKai,1.04,,,1262,,bk_12317,BlueKai
241639,In-Market:Financial Products & Services:Loans:Amounts,BlueKai,1.04,,,1262,,bk_26043,BlueKai
241640,In-Market:Financial Products & Services:Loans:Amounts:$0-$99.999,BlueKai,1.04,,,1262,,bk_26044,BlueKai
241641,In-Market:Financial Products & Services:Loans:Amounts:$0-$99.999:$0-$49.999,BlueKai,1.04,,,1262,,bk_26046,BlueKai
241642,In-Market:Financial Products & Services:Loans:Amounts:$0-$99.999:$0-$49.999:$0-$9.999,BlueKai,1.04,,,1262,,bk_26050,BlueKai
241643,In-Market:Financial Products & Services:Loans:Amounts:$0-$99.999:$0-$49.999:$10.000-$19.999,BlueKai,1.04,,,1262,,bk_26051,BlueKai
241644,In-Market:Financial Products & Services:Loans:Amounts:$0-$99.999:$0-$49.999:$20.000-$29.999,BlueKai,1.04,,,1262,,bk_26052,BlueKai
241645,In-Market:Financial Products & Services:Loans:Amounts:$0-$99.999:$0-$49.999:$30.000-$39.999,BlueKai,1.04,,,1262,,bk_26053,BlueKai
241646,In-Market:Financial Products & Services:Loans:Amounts:$0-$99.999:$0-$49.999:$40.000-$49.999,BlueKai,1.04,,,1262,,bk_26054,BlueKai
241647,In-Market:Financial Products & Services:Loans:Amounts:$0-$99.999:$50.000-$99.999,BlueKai,1.04,,,1262,,bk_26047,BlueKai
241648,In-Market:Financial Products & Services:Loans:Amounts:$100.000-$199.999,BlueKai,1.04,,,1262,,bk_26045,BlueKai
241649,In-Market:Financial Products & Services:Loans:Amounts:$100.000-$199.999:$100.000-$149.999,BlueKai,1.04,,,1262,,bk_26048,BlueKai
241650,In-Market:Financial Products & Services:Loans:Amounts:$100.000-$199.999:$150.000-$199.999,BlueKai,1.04,,,1262,,bk_26049,BlueKai
241651,In-Market:Financial Products & Services:Loans:Amounts:$200.000-$299.999,BlueKai,1.04,,,1262,,bk_133039,BlueKai
241652,In-Market:Financial Products & Services:Loans:Amounts:$200.000-$299.999:$200.000-$249.999,BlueKai,1.04,,,1262,,bk_133040,BlueKai
241653,In-Market:Financial Products & Services:Loans:Amounts:$200.000-$299.999:$250.000-$299.999,BlueKai,1.04,,,1262,,bk_133041,BlueKai
241654,In-Market:Financial Products & Services:Loans:Amounts: $300.000-$399.999,BlueKai,1.04,,,1262,,bk_133042,BlueKai
241655,In-Market:Financial Products & Services:Loans:Amounts: $300.000-$399.999: $350.000-$399.999,BlueKai,1.04,,,1262,,bk_133044,BlueKai
241656,In-Market:Financial Products & Services:Loans:Amounts: $300.000-$399.999:$300.000-$349.999,BlueKai,1.04,,,1262,,bk_133043,BlueKai
241657,In-Market:Financial Products & Services:Loans:Amounts:$400.000+,BlueKai,1.04,,,1262,,bk_32766,BlueKai
241658,In-Market:Financial Products & Services:Loans:Auto Loans,BlueKai,1.04,,,1262,,bk_24179,BlueKai
241659,In-Market:Financial Products & Services:Loans:Auto Loans:Purpose,BlueKai,1.04,,,1262,,bk_24233,BlueKai
241660,In-Market:Financial Products & Services:Loans:Auto Loans:Purpose:Buy,BlueKai,1.04,,,1262,,bk_24234,BlueKai
241661,In-Market:Financial Products & Services:Loans:Auto Loans:Purpose:Buy:New,BlueKai,1.04,,,1262,,bk_32154,BlueKai
241662,In-Market:Financial Products & Services:Loans:Auto Loans:Purpose:Buy:Used,BlueKai,1.04,,,1262,,bk_32155,BlueKai
241663,In-Market:Financial Products & Services:Loans:Auto Loans:Purpose:Buyout Lease,BlueKai,1.04,,,1262,,bk_24236,BlueKai
241664,In-Market:Financial Products & Services:Loans:Auto Loans:Purpose:Lease,BlueKai,1.04,,,1262,,bk_24237,BlueKai
241665,In-Market:Financial Products & Services:Loans:Auto Loans:Purpose:Refinance,BlueKai,1.04,,,1262,,bk_24235,BlueKai
241666,In-Market:Financial Products & Services:Loans:Auto Loans:Seller,BlueKai,1.04,,,1262,,bk_24271,BlueKai
241667,In-Market:Financial Products & Services:Loans:Auto Loans:Seller:Dealer,BlueKai,1.04,,,1262,,bk_24273,BlueKai
241668,In-Market:Financial Products & Services:Loans:Auto Loans:Seller:Individual,BlueKai,1.04,,,1262,,bk_24272,BlueKai
241669,In-Market:Financial Products & Services:Loans:Auto Loans:Seller:Undecided,BlueKai,1.04,,,1262,,bk_24274,BlueKai
241670,In-Market:Financial Products & Services:Loans:Auto Loans:Term,DNU,1.03,,,1262,,bk_24254,Old
241671,In-Market:Financial Products & Services:Loans:Auto Loans:Term:5 Years,DNU,1.03,,,1262,,bk_24259,Old
241672,In-Market:Financial Products & Services:Loans:Debt Consolidation,BlueKai,1.04,,,1262,,bk_12319,BlueKai
241673,In-Market:Financial Products & Services:Loans:Home Equity Loans,BlueKai,1.04,,,1262,,bk_12321,BlueKai
241674,In-Market:Financial Products & Services:Loans:Home Equity Loans:Type,BlueKai,1.04,,,1262,,bk_24211,BlueKai
241675,In-Market:Financial Products & Services:Loans:Home Equity Loans:Type:Line of Credit,BlueKai,1.04,,,1262,,bk_24213,BlueKai
241676,In-Market:Financial Products & Services:Loans:Home Equity Loans:Type:Loan,BlueKai,1.04,,,1262,,bk_24212,BlueKai
241677,In-Market:Financial Products & Services:Loans:Mortgages,BlueKai,1.04,,,1262,,bk_12320,BlueKai
241678,In-Market:Financial Products & Services:Loans:Mortgages:Adjustable Rate Mortgage (ARM),BlueKai,1.04,,,1262,,bk_24240,BlueKai
241679,In-Market:Financial Products & Services:Loans:Mortgages:Adjustable Rate Mortgage (ARM):1/1 ARM,BlueKai,1.04,,,1262,,bk_24248,BlueKai
241680,In-Market:Financial Products & Services:Loans:Mortgages:Adjustable Rate Mortgage (ARM):2/1 ARM,BlueKai,1.04,,,1262,,bk_24249,BlueKai
241681,In-Market:Financial Products & Services:Loans:Mortgages:Adjustable Rate Mortgage (ARM):3/1 ARM,BlueKai,1.04,,,1262,,bk_24250,BlueKai
241682,In-Market:Financial Products & Services:Loans:Mortgages:Adjustable Rate Mortgage (ARM):5/1 ARM,BlueKai,1.04,,,1262,,bk_24251,BlueKai
241683,In-Market:Financial Products & Services:Loans:Mortgages:Adjustable Rate Mortgage (ARM):7/1 ARM,BlueKai,1.04,,,1262,,bk_24252,BlueKai
241684,In-Market:Financial Products & Services:Loans:Mortgages:Adjustable Rate Mortgage (ARM):10/1 ARM,BlueKai,1.04,,,1262,,bk_24253,BlueKai
241685,In-Market:Financial Products & Services:Loans:Mortgages:Fixed Rate,BlueKai,1.04,,,1262,,bk_24239,BlueKai
241686,In-Market:Financial Products & Services:Loans:Mortgages:Fixed Rate:10 Year Fixed,BlueKai,1.04,,,1262,,bk_24242,BlueKai
241687,In-Market:Financial Products & Services:Loans:Mortgages:Fixed Rate:15 Year Fixed,BlueKai,1.04,,,1262,,bk_24243,BlueKai
241688,In-Market:Financial Products & Services:Loans:Mortgages:Fixed Rate:20 Year Fixed,BlueKai,1.04,,,1262,,bk_24244,BlueKai
241689,In-Market:Financial Products & Services:Loans:Mortgages:Fixed Rate:25 Year Fixed,BlueKai,1.04,,,1262,,bk_24245,BlueKai
241690,In-Market:Financial Products & Services:Loans:Mortgages:Fixed Rate:30 Year Fixed,BlueKai,1.04,,,1262,,bk_24246,BlueKai
241691,In-Market:Financial Products & Services:Loans:Mortgages:Fixed Rate:40 Year Fixed,BlueKai,1.04,,,1262,,bk_24247,BlueKai
241692,In-Market:Financial Products & Services:Loans:Mortgages:Sales Contract Signed,BlueKai,1.04,,,1262,,bk_24268,BlueKai
241693,In-Market:Financial Products & Services:Loans:Mortgages:Sales Contract Signed:No,BlueKai,1.04,,,1262,,bk_24270,BlueKai
241694,In-Market:Financial Products & Services:Loans:Mortgages:Sales Contract Signed:Yes,BlueKai,1.04,,,1262,,bk_24269,BlueKai
241695,In-Market:Financial Products & Services:Loans:Mortgages:Time to Close Date,BlueKai,1.04,,,1262,,bk_24261,BlueKai
241696,In-Market:Financial Products & Services:Loans:Mortgages:Time to Close Date:30 Days,BlueKai,1.04,,,1262,,bk_24262,BlueKai
241697,In-Market:Financial Products & Services:Loans:Mortgages:Time to Close Date:45 Days,BlueKai,1.04,,,1262,,bk_24263,BlueKai
241698,In-Market:Financial Products & Services:Loans:Mortgages:Time to Close Date:60 Days,BlueKai,1.04,,,1262,,bk_24264,BlueKai
241699,In-Market:Financial Products & Services:Loans:Mortgages:Time to Close Date:90 Days,BlueKai,1.04,,,1262,,bk_24265,BlueKai
241700,In-Market:Financial Products & Services:Loans:Mortgages:Time to Close Date:180 Days,BlueKai,1.04,,,1262,,bk_24266,BlueKai
241701,In-Market:Financial Products & Services:Loans:Mortgages:Time to Close Date:Over 180 Days,BlueKai,1.04,,,1262,,bk_24267,BlueKai
241702,In-Market:Financial Products & Services:Loans:Personal Loans,BlueKai,1.04,,,1262,,bk_24182,BlueKai
241703,In-Market:Financial Products & Services:Loans:Personal Loans:Purpose,BlueKai,1.04,,,1262,,bk_24207,BlueKai
241704,In-Market:Financial Products & Services:Loans:Personal Loans:Purpose:Debt Consolidation,BlueKai,1.04,,,1262,,bk_24208,BlueKai
241705,In-Market:Financial Products & Services:Loans:Personal Loans:Purpose:Home Improvement,BlueKai,1.04,,,1262,,bk_24210,BlueKai
241706,In-Market:Financial Products & Services:Loans:Personal Loans:Purpose:Major Purchase,BlueKai,1.04,,,1262,,bk_24209,BlueKai
241707,In-Market:Financial Products & Services:Loans:Personal Loans:Term,BlueKai,1.04,,,1262,,bk_24225,BlueKai
241708,In-Market:Financial Products & Services:Loans:Personal Loans:Term:12 Months,BlueKai,1.04,,,1262,,bk_24226,BlueKai
241709,In-Market:Financial Products & Services:Loans:Personal Loans:Term:24 Months,BlueKai,1.04,,,1262,,bk_24227,BlueKai
241710,In-Market:Financial Products & Services:Loans:Personal Loans:Term:36 Months,BlueKai,1.04,,,1262,,bk_24228,BlueKai
241711,In-Market:Financial Products & Services:Loans:Personal Loans:Term:48 Months,BlueKai,1.04,,,1262,,bk_24229,BlueKai
241712,In-Market:Financial Products & Services:Loans:Personal Loans:Term:60 Months,BlueKai,1.04,,,1262,,bk_24230,BlueKai
241713,In-Market:Financial Products & Services:Loans:Personal Loans:Term:Revolving,BlueKai,1.04,,,1262,,bk_24231,BlueKai
241714,In-Market:Financial Products & Services:Loans:Personal Loans:Type,BlueKai,1.04,,,1262,,bk_24222,BlueKai
241715,In-Market:Financial Products & Services:Loans:Personal Loans:Type:Cash Advance,BlueKai,1.04,,,1262,,bk_82507,BlueKai
241716,In-Market:Financial Products & Services:Loans:Personal Loans:Type:Line of Credit,BlueKai,1.04,,,1262,,bk_24224,BlueKai
241717,In-Market:Financial Products & Services:Loans:Personal Loans:Type:Loan,BlueKai,1.04,,,1262,,bk_24223,BlueKai
241718,In-Market:Financial Products & Services:Loans:Recreational & Sport Vehicle Loans,BlueKai,1.04,,,1262,,bk_24180,BlueKai
241719,In-Market:Financial Products & Services:Loans:Refinancing,BlueKai,1.04,,,1262,,bk_12318,BlueKai
241720,In-Market:Financial Products & Services:Loans:Refinancing:Fixed Rate,BlueKai,1.04,,,1262,,bk_32121,BlueKai
241721,In-Market:Financial Products & Services:Loans:Refinancing:Fixed Rate:10 Year Fixed,BlueKai,1.04,,,1262,,bk_32128,BlueKai
241722,In-Market:Financial Products & Services:Loans:Refinancing:Fixed Rate:15 Year Fixed,BlueKai,1.04,,,1262,,bk_32129,BlueKai
241723,In-Market:Financial Products & Services:Loans:Refinancing:Fixed Rate:20 Year Fixed,BlueKai,1.04,,,1262,,bk_32130,BlueKai
241724,In-Market:Financial Products & Services:Loans:Refinancing:Fixed Rate:30 Year Fixed,BlueKai,1.04,,,1262,,bk_32132,BlueKai
241725,In-Market:Financial Products & Services:Loans:Refinancing:Refinancing First and Second Mortgages,BlueKai,1.04,,,1262,,bk_26060,BlueKai
241726,In-Market:Financial Products & Services:Loans:Refinancing:Refinancing First Mortgage Only,BlueKai,1.04,,,1262,,bk_26059,BlueKai
241727,In-Market:Financial Products & Services:Loans:Student Loans,BlueKai,1.04,,,1262,,bk_24181,BlueKai
241728,In-Market:Financial Products & Services:Payroll & Payment,BlueKai,1.04,,,1262,,bk_82508,BlueKai
241729,In-Market:Financial Products & Services:Payroll & Payment:Money Orders,BlueKai,1.04,,,1262,,bk_82589,BlueKai
241730,In-Market:Financial Products & Services:Payroll & Payment:Payment Processing,BlueKai,1.04,,,1262,,bk_82510,BlueKai
241731,In-Market:Financial Products & Services:Payroll & Payment:Payroll Services,BlueKai,1.04,,,1262,,bk_82509,BlueKai
241732,In-Market:Financial Products & Services:Payroll & Payment:Payroll Services:Online,BlueKai,1.04,,,1262,,bk_82511,BlueKai
241733,In-Market:Financial Products & Services:Retirement & Investing,BlueKai,1.04,,,1262,,bk_24171,BlueKai
241734,In-Market:Financial Products & Services:Retirement & Investing:CDs,BlueKai,1.04,,,1262,,bk_32063,BlueKai
241735,In-Market:Financial Products & Services:Retirement & Investing:CDs:1 Month,BlueKai,1.04,,,1262,,bk_32144,BlueKai
241736,In-Market:Financial Products & Services:Retirement & Investing:CDs:2 Months,BlueKai,1.04,,,1262,,bk_32143,BlueKai
241737,In-Market:Financial Products & Services:Retirement & Investing:CDs:3 Months,BlueKai,1.04,,,1262,,bk_32134,BlueKai
241738,In-Market:Financial Products & Services:Retirement & Investing:CDs:6 Months,BlueKai,1.04,,,1262,,bk_32135,BlueKai
241739,In-Market:Financial Products & Services:Retirement & Investing:CDs:9 Months,BlueKai,1.04,,,1262,,bk_32178,BlueKai
241740,In-Market:Financial Products & Services:Retirement & Investing:CDs:1 Year,BlueKai,1.04,,,1262,,bk_32136,BlueKai
241741,In-Market:Financial Products & Services:Retirement & Investing:CDs:1.5 Years,BlueKai,1.04,,,1262,,bk_34110,BlueKai
241742,In-Market:Financial Products & Services:Retirement & Investing:CDs:2 Years,BlueKai,1.04,,,1262,,bk_32137,BlueKai
241743,In-Market:Financial Products & Services:Retirement & Investing:CDs:2.5 Years,BlueKai,1.04,,,1262,,bk_32138,BlueKai
241744,In-Market:Financial Products & Services:Retirement & Investing:CDs:3 Years,BlueKai,1.04,,,1262,,bk_32139,BlueKai
241745,In-Market:Financial Products & Services:Retirement & Investing:CDs:4 Years,BlueKai,1.04,,,1262,,bk_36182,BlueKai
241746,In-Market:Financial Products & Services:Retirement & Investing:CDs:5 Years,BlueKai,1.04,,,1262,,bk_32140,BlueKai
241747,In-Market:Financial Products & Services:Retirement & Investing:CDs:Amounts,BlueKai,1.04,,,1262,,bk_32145,BlueKai
241748,In-Market:Financial Products & Services:Retirement & Investing:CDs:Amounts:$25.000-$49.999,BlueKai,1.04,,,1262,,bk_32147,BlueKai
241749,In-Market:Financial Products & Services:Retirement & Investing:CDs:Amounts:$50.000-$99.999,BlueKai,1.04,,,1262,,bk_32148,BlueKai
241750,In-Market:Financial Products & Services:Retirement & Investing:CDs:Amounts:$100.000+,BlueKai,1.04,,,1262,,bk_32142,BlueKai
241751,In-Market:Financial Products & Services:Retirement & Investing:Education Savings Accounts,BlueKai,1.04,,,1262,,bk_24195,BlueKai
241752,In-Market:Financial Products & Services:Retirement & Investing:IRAs,BlueKai,1.04,,,1262,,bk_24193,BlueKai
241753,In-Market:Financial Products & Services:Retirement & Investing:Money Market,BlueKai,1.04,,,1262,,bk_24178,BlueKai
241754,In-Market:Financial Products & Services:Retirement & Investing:Money Market:Amounts,BlueKai,1.04,,,1262,,bk_32149,BlueKai
241755,In-Market:Financial Products & Services:Retirement & Investing:Money Market:Amounts:$0-$24.999,BlueKai,1.04,,,1262,,bk_32150,BlueKai
241756,In-Market:Financial Products & Services:Retirement & Investing:Money Market:Amounts:$25.000-$49.999,BlueKai,1.04,,,1262,,bk_32151,BlueKai
241757,In-Market:Financial Products & Services:Retirement & Investing:Money Market:Amounts:$50.000-$99.999,BlueKai,1.04,,,1262,,bk_32152,BlueKai
241758,In-Market:Financial Products & Services:Retirement & Investing:Money Market:Amounts:$100.000+,BlueKai,1.04,,,1262,,bk_32153,BlueKai
241759,In-Market:Financial Products & Services:Retirement & Investing:Products,BlueKai,1.04,,,1262,,bk_24191,BlueKai
241760,In-Market:Financial Products & Services:Retirement & Investing:Services,BlueKai,1.04,,,1262,,bk_24192,BlueKai
241761,In-Market:Financial Products & Services:Retirement & Investing:Services:Brokerages,BlueKai,1.04,,,1262,,bk_24196,BlueKai
241762,In-Market:Financial Products & Services:Retirement & Investing:Services:Brokerages:Online Brokers,BlueKai,1.04,,,1262,,bk_6955,BlueKai
241763,In-Market:Retail,BlueKai,0.77,,,1262,,bk_19,BlueKai
241764,In-Market:Retail:Art & Collectibles,BlueKai,0.77,,,1262,,bk_109687,BlueKai
241765,In-Market:Retail:Art & Collectibles:Art,BlueKai,0.77,,,1262,,bk_26091,BlueKai
241766,In-Market:Retail:Art & Collectibles:Art:Genres,DNU,0.76,,,1262,,bk_109672,Old
241767,In-Market:Retail:Art & Collectibles:Art:Genres:Ancient,DNU,0.76,,,1262,,bk_27695,Old
241768,In-Market:Retail:Art & Collectibles:Art:Genres:Art Deco,DNU,0.76,,,1262,,bk_28099,Old
241769,In-Market:Retail:Art & Collectibles:Art:Genres:Asian,DNU,0.76,,,1262,,bk_27660,Old
241770,In-Market:Retail:Art & Collectibles:Art:Genres:Fine Art,DNU,0.76,,,1262,,bk_27661,Old
241771,In-Market:Retail:Art & Collectibles:Art:Genres:Native & Tribal,DNU,0.76,,,1262,,bk_27662,Old
241772,In-Market:Retail:Art & Collectibles:Art:Media,DNU,0.76,,,1262,,bk_109669,Old
241773,In-Market:Retail:Art & Collectibles:Art:Ceramics,BlueKai,0.77,,,1262,,bk_27687,BlueKai
241774,In-Market:Retail:Art & Collectibles:Art:Media:Ceramics:Glass,DNU,0.76,,,1262,,bk_27688,Old
241775,In-Market:Retail:Art & Collectibles:Art:Media:Ceramics:Pottery,DNU,0.76,,,1262,,bk_27689,Old
241776,In-Market:Retail:Art & Collectibles:Art:Paintings,BlueKai,0.77,,,1262,,bk_26085,BlueKai
241777,In-Market:Retail:Art & Collectibles:Art:Photographs,BlueKai,0.77,,,1262,,bk_27698,BlueKai
241778,In-Market:Retail:Art & Collectibles:Art:Prints,BlueKai,0.77,,,1262,,bk_26082,BlueKai
241779,In-Market:Retail:Art & Collectibles:Art:Sculpture,BlueKai,0.77,,,1262,,bk_27696,BlueKai
241780,In-Market:Retail:Art & Collectibles:Art:Sources,DNU,0.76,,,1262,,bk_109673,Old
241781,In-Market:Retail:Art & Collectibles:Art:Sources:Artists,DNU,0.76,,,1262,,bk_27168,Old
241782,In-Market:Retail:Art & Collectibles:Art:Sources:Dealers & Resellers,DNU,0.76,,,1262,,bk_27158,Old
241783,In-Market:Retail:Art & Collectibles:Collectibles,BlueKai,0.77,,,1262,,bk_12735,BlueKai
241784,In-Market:Retail:Art & Collectibles:Collectibles:Antiques,BlueKai,0.77,,,1262,,bk_13038,BlueKai
241785,In-Market:Retail:Art & Collectibles:Collectibles:Antiques:Art & Architecture,DNU,0.76,,,1262,,bk_27082,Old
241786,In-Market:Retail:Art & Collectibles:Collectibles:Antiques:Art & Architecture:Periods & Styles,DNU,0.76,,,1262,,bk_27129,Old
241787,In-Market:Retail:Art & Collectibles:Collectibles:Antiques:Art & Architecture:Reproductions,DNU,0.76,,,1262,,bk_27145,Old
241788,In-Market:Retail:Art & Collectibles:Collectibles:Antiques:Asian,DNU,0.76,,,1262,,bk_27061,Old
